file_path,height,width,channels,background,illumination,environment,objects_in_image_code,objects_in_image_numeric,label_code,label_numeric,augmentation
data/blue_night_outside/watch-switch-blackkc-mic.jpg,385,217,3,blue,night,outside,"['watch', 'switch', 'blackkc', 'mic']","[7, 0, 1, 9]",blackkc,1,None
data/blue_night_outside/watch-switch-blackkc-mic.jpg,385,217,3,blue,night,outside,"['watch', 'switch', 'blackkc', 'mic']","[7, 0, 1, 9]",mic,9,None
data/blue_night_outside/brownbs-watch-d20.jpg,385,217,3,blue,night,outside,"['brownbs', 'watch', 'd20']","[6, 7, 4]",brownbs,6,None
data/blue_night_outside/brownbs-watch-d20.jpg,385,217,3,blue,night,outside,"['brownbs', 'watch', 'd20']","[6, 7, 4]",watch,7,None
data/blue_night_outside/brownbs-watch-d20.jpg,385,217,3,blue,night,outside,"['brownbs', 'watch', 'd20']","[6, 7, 4]",d20,4,None
data/blue_night_outside/d20-watch-phone-switch.jpg,385,217,3,blue,night,outside,"['d20', 'watch', 'phone', 'switch']","[4, 7, 8, 0]",d20,4,None
data/blue_night_outside/d20-watch-phone-switch.jpg,385,217,3,blue,night,outside,"['d20', 'watch', 'phone', 'switch']","[4, 7, 8, 0]",watch,7,None
data/blue_night_outside/d20-watch-phone-switch.jpg,385,217,3,blue,night,outside,"['d20', 'watch', 'phone', 'switch']","[4, 7, 8, 0]",phone,8,None
data/blue_night_outside/d20-watch-phone-switch.jpg,385,217,3,blue,night,outside,"['d20', 'watch', 'phone', 'switch']","[4, 7, 8, 0]",switch,0,None
data/blue_night_outside/watch-orangekc-d6-brownbs.jpg,385,217,3,blue,night,outside,"['watch', 'orangekc', 'd6', 'brownbs']","[7, 2, 3, 6]",watch,7,None
data/blue_night_outside/watch-orangekc-d6-brownbs.jpg,385,217,3,blue,night,outside,"['watch', 'orangekc', 'd6', 'brownbs']","[7, 2, 3, 6]",orangekc,2,None
data/blue_night_outside/watch-orangekc-d6-brownbs.jpg,385,217,3,blue,night,outside,"['watch', 'orangekc', 'd6', 'brownbs']","[7, 2, 3, 6]",d6,3,None
data/blue_night_outside/watch-orangekc-d6-brownbs.jpg,385,217,3,blue,night,outside,"['watch', 'orangekc', 'd6', 'brownbs']","[7, 2, 3, 6]",brownbs,6,None
data/blue_night_outside/orangekc-switch-mic-phone-d6.jpg,385,217,3,blue,night,outside,"['orangekc', 'switch', 'mic', 'phone', 'd6']","[2, 0, 9, 8, 3]",orangekc,2,None
data/blue_night_outside/orangekc-switch-mic-phone-d6.jpg,385,217,3,blue,night,outside,"['orangekc', 'switch', 'mic', 'phone', 'd6']","[2, 0, 9, 8, 3]",switch,0,None
data/blue_night_outside/orangekc-switch-mic-phone-d6.jpg,385,217,3,blue,night,outside,"['orangekc', 'switch', 'mic', 'phone', 'd6']","[2, 0, 9, 8, 3]",mic,9,None
data/blue_night_outside/orangekc-switch-mic-phone-d6.jpg,385,217,3,blue,night,outside,"['orangekc', 'switch', 'mic', 'phone', 'd6']","[2, 0, 9, 8, 3]",phone,8,None
data/blue_night_outside/orangekc-switch-mic-phone-d6.jpg,385,217,3,blue,night,outside,"['orangekc', 'switch', 'mic', 'phone', 'd6']","[2, 0, 9, 8, 3]",d6,3,None
data/blue_night_outside/switch-d20-orangekc.jpg,385,217,3,blue,night,outside,"['switch', 'd20', 'orangekc']","[0, 4, 2]",switch,0,None
data/blue_night_outside/switch-d20-orangekc.jpg,385,217,3,blue,night,outside,"['switch', 'd20', 'orangekc']","[0, 4, 2]",d20,4,None
data/blue_night_outside/switch-d20-orangekc.jpg,385,217,3,blue,night,outside,"['switch', 'd20', 'orangekc']","[0, 4, 2]",orangekc,2,None
data/blue_night_outside/brownbs-watch-d20-blackkc.jpg,385,217,3,blue,night,outside,"['brownbs', 'watch', 'd20', 'blackkc']","[6, 7, 4, 1]",brownbs,6,None
data/blue_night_outside/brownbs-watch-d20-blackkc.jpg,385,217,3,blue,night,outside,"['brownbs', 'watch', 'd20', 'blackkc']","[6, 7, 4, 1]",watch,7,None
data/blue_night_outside/brownbs-watch-d20-blackkc.jpg,385,217,3,blue,night,outside,"['brownbs', 'watch', 'd20', 'blackkc']","[6, 7, 4, 1]",d20,4,None
data/blue_night_outside/brownbs-watch-d20-blackkc.jpg,385,217,3,blue,night,outside,"['brownbs', 'watch', 'd20', 'blackkc']","[6, 7, 4, 1]",blackkc,1,None
data/blue_night_outside/phone-d6-blackkc.jpg,385,217,3,blue,night,outside,"['phone', 'd6', 'blackkc']","[8, 3, 1]",phone,8,None
data/blue_night_outside/phone-d6-blackkc.jpg,385,217,3,blue,night,outside,"['phone', 'd6', 'blackkc']","[8, 3, 1]",d6,3,None
data/blue_night_outside/phone-d6-blackkc.jpg,385,217,3,blue,night,outside,"['phone', 'd6', 'blackkc']","[8, 3, 1]",blackkc,1,None
data/blue_night_outside/bluebs-d20-phone.jpg,385,217,3,blue,night,outside,"['bluebs', 'd20', 'phone']","[5, 4, 8]",bluebs,5,None
data/blue_night_outside/bluebs-d20-phone.jpg,385,217,3,blue,night,outside,"['bluebs', 'd20', 'phone']","[5, 4, 8]",d20,4,None
data/blue_night_outside/bluebs-d20-phone.jpg,385,217,3,blue,night,outside,"['bluebs', 'd20', 'phone']","[5, 4, 8]",phone,8,None
data/blue_night_outside/bluebs-watch-switch-brownbs.jpg,385,217,3,blue,night,outside,"['bluebs', 'watch', 'switch', 'brownbs']","[5, 7, 0, 6]",bluebs,5,None
data/blue_night_outside/bluebs-watch-switch-brownbs.jpg,385,217,3,blue,night,outside,"['bluebs', 'watch', 'switch', 'brownbs']","[5, 7, 0, 6]",watch,7,None
data/blue_night_outside/bluebs-watch-switch-brownbs.jpg,385,217,3,blue,night,outside,"['bluebs', 'watch', 'switch', 'brownbs']","[5, 7, 0, 6]",switch,0,None
data/blue_night_outside/bluebs-watch-switch-brownbs.jpg,385,217,3,blue,night,outside,"['bluebs', 'watch', 'switch', 'brownbs']","[5, 7, 0, 6]",brownbs,6,None
data/blue_night_outside/mic-switch-phone-orangekc-bluebs.jpg,385,217,3,blue,night,outside,"['mic', 'switch', 'phone', 'orangekc', 'bluebs']","[9, 0, 8, 2, 5]",mic,9,None
data/blue_night_outside/mic-switch-phone-orangekc-bluebs.jpg,385,217,3,blue,night,outside,"['mic', 'switch', 'phone', 'orangekc', 'bluebs']","[9, 0, 8, 2, 5]",switch,0,None
data/blue_night_outside/mic-switch-phone-orangekc-bluebs.jpg,385,217,3,blue,night,outside,"['mic', 'switch', 'phone', 'orangekc', 'bluebs']","[9, 0, 8, 2, 5]",phone,8,None
data/blue_night_outside/mic-switch-phone-orangekc-bluebs.jpg,385,217,3,blue,night,outside,"['mic', 'switch', 'phone', 'orangekc', 'bluebs']","[9, 0, 8, 2, 5]",orangekc,2,None
data/blue_night_outside/mic-switch-phone-orangekc-bluebs.jpg,385,217,3,blue,night,outside,"['mic', 'switch', 'phone', 'orangekc', 'bluebs']","[9, 0, 8, 2, 5]",bluebs,5,None
data/blue_night_outside/d6-switch-bluebs.jpg,385,217,3,blue,night,outside,"['d6', 'switch', 'bluebs']","[3, 0, 5]",d6,3,None
data/blue_night_outside/d6-switch-bluebs.jpg,385,217,3,blue,night,outside,"['d6', 'switch', 'bluebs']","[3, 0, 5]",switch,0,None
data/blue_night_outside/d6-switch-bluebs.jpg,385,217,3,blue,night,outside,"['d6', 'switch', 'bluebs']","[3, 0, 5]",bluebs,5,None
data/blue_night_outside/mic-phone-blackkc-d20-watch.jpg,385,217,3,blue,night,outside,"['mic', 'phone', 'blackkc', 'd20', 'watch']","[9, 8, 1, 4, 7]",mic,9,None
data/blue_night_outside/mic-phone-blackkc-d20-watch.jpg,385,217,3,blue,night,outside,"['mic', 'phone', 'blackkc', 'd20', 'watch']","[9, 8, 1, 4, 7]",phone,8,None
data/blue_night_outside/mic-phone-blackkc-d20-watch.jpg,385,217,3,blue,night,outside,"['mic', 'phone', 'blackkc', 'd20', 'watch']","[9, 8, 1, 4, 7]",blackkc,1,None
data/blue_night_outside/mic-phone-blackkc-d20-watch.jpg,385,217,3,blue,night,outside,"['mic', 'phone', 'blackkc', 'd20', 'watch']","[9, 8, 1, 4, 7]",d20,4,None
data/blue_night_outside/mic-phone-blackkc-d20-watch.jpg,385,217,3,blue,night,outside,"['mic', 'phone', 'blackkc', 'd20', 'watch']","[9, 8, 1, 4, 7]",watch,7,None
data/blue_night_outside/blackkc-mic-orangekc-brownbs.jpg,385,217,3,blue,night,outside,"['blackkc', 'mic', 'orangekc', 'brownbs']","[1, 9, 2, 6]",blackkc,1,None
data/blue_night_outside/blackkc-mic-orangekc-brownbs.jpg,385,217,3,blue,night,outside,"['blackkc', 'mic', 'orangekc', 'brownbs']","[1, 9, 2, 6]",mic,9,None
data/blue_night_outside/blackkc-mic-orangekc-brownbs.jpg,385,217,3,blue,night,outside,"['blackkc', 'mic', 'orangekc', 'brownbs']","[1, 9, 2, 6]",orangekc,2,None
data/blue_night_outside/blackkc-mic-orangekc-brownbs.jpg,385,217,3,blue,night,outside,"['blackkc', 'mic', 'orangekc', 'brownbs']","[1, 9, 2, 6]",brownbs,6,None
data/blue_night_outside/d20-orangekc-blackkc-d6.jpg,385,217,3,blue,night,outside,"['d20', 'orangekc', 'blackkc', 'd6']","[4, 2, 1, 3]",d20,4,None
data/blue_night_outside/d20-orangekc-blackkc-d6.jpg,385,217,3,blue,night,outside,"['d20', 'orangekc', 'blackkc', 'd6']","[4, 2, 1, 3]",orangekc,2,None
data/blue_night_outside/d20-orangekc-blackkc-d6.jpg,385,217,3,blue,night,outside,"['d20', 'orangekc', 'blackkc', 'd6']","[4, 2, 1, 3]",blackkc,1,None
data/blue_night_outside/d20-orangekc-blackkc-d6.jpg,385,217,3,blue,night,outside,"['d20', 'orangekc', 'blackkc', 'd6']","[4, 2, 1, 3]",d6,3,None
data/blue_night_outside/blackkc-switch-brownbs-d6.jpg,385,217,3,blue,night,outside,"['blackkc', 'switch', 'brownbs', 'd6']","[1, 0, 6, 3]",blackkc,1,None
data/blue_night_outside/blackkc-switch-brownbs-d6.jpg,385,217,3,blue,night,outside,"['blackkc', 'switch', 'brownbs', 'd6']","[1, 0, 6, 3]",switch,0,None
data/blue_night_outside/blackkc-switch-brownbs-d6.jpg,385,217,3,blue,night,outside,"['blackkc', 'switch', 'brownbs', 'd6']","[1, 0, 6, 3]",brownbs,6,None
data/blue_night_outside/blackkc-switch-brownbs-d6.jpg,385,217,3,blue,night,outside,"['blackkc', 'switch', 'brownbs', 'd6']","[1, 0, 6, 3]",d6,3,None
data/blue_night_outside/brownbs-phone-d20-d6-orangekc.jpg,385,217,3,blue,night,outside,"['brownbs', 'phone', 'd20', 'd6', 'orangekc']","[6, 8, 4, 3, 2]",brownbs,6,None
data/blue_night_outside/brownbs-phone-d20-d6-orangekc.jpg,385,217,3,blue,night,outside,"['brownbs', 'phone', 'd20', 'd6', 'orangekc']","[6, 8, 4, 3, 2]",phone,8,None
data/blue_night_outside/brownbs-phone-d20-d6-orangekc.jpg,385,217,3,blue,night,outside,"['brownbs', 'phone', 'd20', 'd6', 'orangekc']","[6, 8, 4, 3, 2]",d20,4,None
data/blue_night_outside/brownbs-phone-d20-d6-orangekc.jpg,385,217,3,blue,night,outside,"['brownbs', 'phone', 'd20', 'd6', 'orangekc']","[6, 8, 4, 3, 2]",d6,3,None
data/blue_night_outside/brownbs-phone-d20-d6-orangekc.jpg,385,217,3,blue,night,outside,"['brownbs', 'phone', 'd20', 'd6', 'orangekc']","[6, 8, 4, 3, 2]",orangekc,2,None
data/blue_night_outside/mic-watch-orangekc.jpg,385,217,3,blue,night,outside,"['mic', 'watch', 'orangekc']","[9, 7, 2]",mic,9,None
data/blue_night_outside/mic-watch-orangekc.jpg,385,217,3,blue,night,outside,"['mic', 'watch', 'orangekc']","[9, 7, 2]",watch,7,None
data/blue_night_outside/mic-watch-orangekc.jpg,385,217,3,blue,night,outside,"['mic', 'watch', 'orangekc']","[9, 7, 2]",orangekc,2,None
data/blue_night_outside/orangekc-blackkc-d20.jpg,385,217,3,blue,night,outside,"['orangekc', 'blackkc', 'd20']","[2, 1, 4]",orangekc,2,None
data/blue_night_outside/orangekc-blackkc-d20.jpg,385,217,3,blue,night,outside,"['orangekc', 'blackkc', 'd20']","[2, 1, 4]",blackkc,1,None
data/blue_night_outside/orangekc-blackkc-d20.jpg,385,217,3,blue,night,outside,"['orangekc', 'blackkc', 'd20']","[2, 1, 4]",d20,4,None
data/gray_day_inside/switch-d6-blackkc-phone.jpg,385,217,3,gray,day,inside,"['switch', 'd6', 'blackkc', 'phone']","[0, 3, 1, 8]",switch,0,None
data/gray_day_inside/switch-d6-blackkc-phone.jpg,385,217,3,gray,day,inside,"['switch', 'd6', 'blackkc', 'phone']","[0, 3, 1, 8]",d6,3,None
data/gray_day_inside/switch-d6-blackkc-phone.jpg,385,217,3,gray,day,inside,"['switch', 'd6', 'blackkc', 'phone']","[0, 3, 1, 8]",blackkc,1,None
data/gray_day_inside/switch-d6-blackkc-phone.jpg,385,217,3,gray,day,inside,"['switch', 'd6', 'blackkc', 'phone']","[0, 3, 1, 8]",phone,8,None
data/gray_day_inside/brownbs-bluebs-d6-blackkc.jpg,385,217,3,gray,day,inside,"['brownbs', 'bluebs', 'd6', 'blackkc']","[6, 5, 3, 1]",brownbs,6,None
data/gray_day_inside/brownbs-bluebs-d6-blackkc.jpg,385,217,3,gray,day,inside,"['brownbs', 'bluebs', 'd6', 'blackkc']","[6, 5, 3, 1]",bluebs,5,None
data/gray_day_inside/brownbs-bluebs-d6-blackkc.jpg,385,217,3,gray,day,inside,"['brownbs', 'bluebs', 'd6', 'blackkc']","[6, 5, 3, 1]",d6,3,None
data/gray_day_inside/brownbs-bluebs-d6-blackkc.jpg,385,217,3,gray,day,inside,"['brownbs', 'bluebs', 'd6', 'blackkc']","[6, 5, 3, 1]",blackkc,1,None
data/gray_day_inside/blackkc-orangekc-mic-watch.jpg,385,217,3,gray,day,inside,"['blackkc', 'orangekc', 'mic', 'watch']","[1, 2, 9, 7]",blackkc,1,None
data/gray_day_inside/blackkc-orangekc-mic-watch.jpg,385,217,3,gray,day,inside,"['blackkc', 'orangekc', 'mic', 'watch']","[1, 2, 9, 7]",orangekc,2,None
data/gray_day_inside/blackkc-orangekc-mic-watch.jpg,385,217,3,gray,day,inside,"['blackkc', 'orangekc', 'mic', 'watch']","[1, 2, 9, 7]",mic,9,None
data/gray_day_inside/blackkc-orangekc-mic-watch.jpg,385,217,3,gray,day,inside,"['blackkc', 'orangekc', 'mic', 'watch']","[1, 2, 9, 7]",watch,7,None
data/gray_day_inside/bluebs-mic-switch-blackkc-d6.jpg,385,217,3,gray,day,inside,"['bluebs', 'mic', 'switch', 'blackkc', 'd6']","[5, 9, 0, 1, 3]",bluebs,5,None
data/gray_day_inside/bluebs-mic-switch-blackkc-d6.jpg,385,217,3,gray,day,inside,"['bluebs', 'mic', 'switch', 'blackkc', 'd6']","[5, 9, 0, 1, 3]",mic,9,None
data/gray_day_inside/bluebs-mic-switch-blackkc-d6.jpg,385,217,3,gray,day,inside,"['bluebs', 'mic', 'switch', 'blackkc', 'd6']","[5, 9, 0, 1, 3]",switch,0,None
data/gray_day_inside/bluebs-mic-switch-blackkc-d6.jpg,385,217,3,gray,day,inside,"['bluebs', 'mic', 'switch', 'blackkc', 'd6']","[5, 9, 0, 1, 3]",blackkc,1,None
data/gray_day_inside/bluebs-mic-switch-blackkc-d6.jpg,385,217,3,gray,day,inside,"['bluebs', 'mic', 'switch', 'blackkc', 'd6']","[5, 9, 0, 1, 3]",d6,3,None
data/gray_day_inside/phone-switch-d20-watch.jpg,385,217,3,gray,day,inside,"['phone', 'switch', 'd20', 'watch']","[8, 0, 4, 7]",phone,8,None
data/gray_day_inside/phone-switch-d20-watch.jpg,385,217,3,gray,day,inside,"['phone', 'switch', 'd20', 'watch']","[8, 0, 4, 7]",switch,0,None
data/gray_day_inside/phone-switch-d20-watch.jpg,385,217,3,gray,day,inside,"['phone', 'switch', 'd20', 'watch']","[8, 0, 4, 7]",d20,4,None
data/gray_day_inside/phone-switch-d20-watch.jpg,385,217,3,gray,day,inside,"['phone', 'switch', 'd20', 'watch']","[8, 0, 4, 7]",watch,7,None
data/gray_day_inside/blackkc-d20-d6-phone.jpg,385,217,3,gray,day,inside,"['blackkc', 'd20', 'd6', 'phone']","[1, 4, 3, 8]",blackkc,1,None
data/gray_day_inside/blackkc-d20-d6-phone.jpg,385,217,3,gray,day,inside,"['blackkc', 'd20', 'd6', 'phone']","[1, 4, 3, 8]",d20,4,None
data/gray_day_inside/blackkc-d20-d6-phone.jpg,385,217,3,gray,day,inside,"['blackkc', 'd20', 'd6', 'phone']","[1, 4, 3, 8]",d6,3,None
data/gray_day_inside/blackkc-d20-d6-phone.jpg,385,217,3,gray,day,inside,"['blackkc', 'd20', 'd6', 'phone']","[1, 4, 3, 8]",phone,8,None
data/gray_day_inside/brownbs-switch-phone-d20.jpg,385,217,3,gray,day,inside,"['brownbs', 'switch', 'phone', 'd20']","[6, 0, 8, 4]",brownbs,6,None
data/gray_day_inside/brownbs-switch-phone-d20.jpg,385,217,3,gray,day,inside,"['brownbs', 'switch', 'phone', 'd20']","[6, 0, 8, 4]",switch,0,None
data/gray_day_inside/brownbs-switch-phone-d20.jpg,385,217,3,gray,day,inside,"['brownbs', 'switch', 'phone', 'd20']","[6, 0, 8, 4]",phone,8,None
data/gray_day_inside/brownbs-switch-phone-d20.jpg,385,217,3,gray,day,inside,"['brownbs', 'switch', 'phone', 'd20']","[6, 0, 8, 4]",d20,4,None
data/gray_day_inside/watch-d6-brownbs.jpg,385,217,3,gray,day,inside,"['watch', 'd6', 'brownbs']","[7, 3, 6]",watch,7,None
data/gray_day_inside/watch-d6-brownbs.jpg,385,217,3,gray,day,inside,"['watch', 'd6', 'brownbs']","[7, 3, 6]",d6,3,None
data/gray_day_inside/watch-d6-brownbs.jpg,385,217,3,gray,day,inside,"['watch', 'd6', 'brownbs']","[7, 3, 6]",brownbs,6,None
data/gray_day_inside/blackkc-switch-d6-bluebs-watch.jpg,385,217,3,gray,day,inside,"['blackkc', 'switch', 'd6', 'bluebs', 'watch']","[1, 0, 3, 5, 7]",blackkc,1,None
data/gray_day_inside/blackkc-switch-d6-bluebs-watch.jpg,385,217,3,gray,day,inside,"['blackkc', 'switch', 'd6', 'bluebs', 'watch']","[1, 0, 3, 5, 7]",switch,0,None
data/gray_day_inside/blackkc-switch-d6-bluebs-watch.jpg,385,217,3,gray,day,inside,"['blackkc', 'switch', 'd6', 'bluebs', 'watch']","[1, 0, 3, 5, 7]",d6,3,None
data/gray_day_inside/blackkc-switch-d6-bluebs-watch.jpg,385,217,3,gray,day,inside,"['blackkc', 'switch', 'd6', 'bluebs', 'watch']","[1, 0, 3, 5, 7]",bluebs,5,None
data/gray_day_inside/blackkc-switch-d6-bluebs-watch.jpg,385,217,3,gray,day,inside,"['blackkc', 'switch', 'd6', 'bluebs', 'watch']","[1, 0, 3, 5, 7]",watch,7,None
data/gray_day_inside/bluebs-orangekc-mic-d6.jpg,385,217,3,gray,day,inside,"['bluebs', 'orangekc', 'mic', 'd6']","[5, 2, 9, 3]",bluebs,5,None
data/gray_day_inside/bluebs-orangekc-mic-d6.jpg,385,217,3,gray,day,inside,"['bluebs', 'orangekc', 'mic', 'd6']","[5, 2, 9, 3]",orangekc,2,None
data/gray_day_inside/bluebs-orangekc-mic-d6.jpg,385,217,3,gray,day,inside,"['bluebs', 'orangekc', 'mic', 'd6']","[5, 2, 9, 3]",mic,9,None
data/gray_day_inside/bluebs-orangekc-mic-d6.jpg,385,217,3,gray,day,inside,"['bluebs', 'orangekc', 'mic', 'd6']","[5, 2, 9, 3]",d6,3,None
data/gray_day_inside/bluebs-d6-phone.jpg,385,217,3,gray,day,inside,"['bluebs', 'd6', 'phone']","[5, 3, 8]",bluebs,5,None
data/gray_day_inside/bluebs-d6-phone.jpg,385,217,3,gray,day,inside,"['bluebs', 'd6', 'phone']","[5, 3, 8]",d6,3,None
data/gray_day_inside/bluebs-d6-phone.jpg,385,217,3,gray,day,inside,"['bluebs', 'd6', 'phone']","[5, 3, 8]",phone,8,None
data/gray_day_inside/d20-orangekc-bluebs-mic.jpg,385,217,3,gray,day,inside,"['d20', 'orangekc', 'bluebs', 'mic']","[4, 2, 5, 9]",d20,4,None
data/gray_day_inside/d20-orangekc-bluebs-mic.jpg,385,217,3,gray,day,inside,"['d20', 'orangekc', 'bluebs', 'mic']","[4, 2, 5, 9]",orangekc,2,None
data/gray_day_inside/d20-orangekc-bluebs-mic.jpg,385,217,3,gray,day,inside,"['d20', 'orangekc', 'bluebs', 'mic']","[4, 2, 5, 9]",bluebs,5,None
data/gray_day_inside/d20-orangekc-bluebs-mic.jpg,385,217,3,gray,day,inside,"['d20', 'orangekc', 'bluebs', 'mic']","[4, 2, 5, 9]",mic,9,None
data/gray_day_inside/d20-orangekc-d6-brownbs.jpg,385,217,3,gray,day,inside,"['d20', 'orangekc', 'd6', 'brownbs']","[4, 2, 3, 6]",d20,4,None
data/gray_day_inside/d20-orangekc-d6-brownbs.jpg,385,217,3,gray,day,inside,"['d20', 'orangekc', 'd6', 'brownbs']","[4, 2, 3, 6]",orangekc,2,None
